TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,AMT_CREDIT,DAYS_LAST_PHONE_CHANGE,OWN_CAR_AGE
0,Cash loans,F,N,N,1,166500.0,1006920.0,40063.5,14618,-639,1006920.0,-1390.0,
0,Revolving loans,F,Y,Y,1,135000.0,180000.0,9000.0,13185,-2842,180000.0,-2486.0,1.0
0,Cash loans,M,N,Y,0,225000.0,254700.0,26874.0,10371,-1864,254700.0,-1502.0,
0,Revolving loans,F,N,Y,0,157500.0,337500.0,16875.0,17060,-8426,337500.0,-460.0,
0,Cash loans,F,N,N,0,54000.0,152820.0,15016.5,24603,365243,152820.0,-389.0,
0,Revolving loans,F,Y,Y,3,112500.0,180000.0,9000.0,10290,-2936,180000.0,-1173.0,18.0
0,Cash loans,F,N,N,0,90000.0,384048.0,11772.0,18299,-663,384048.0,-296.0,
0,Cash loans,F,N,Y,0,270000.0,398934.0,21771.0,18706,365243,398934.0,-776.0,
0,Cash loans,F,N,Y,0,157500.0,1125000.0,36423.0,9923,-611,1125000.0,-396.0,
0,Cash loans,M,Y,Y,2,360000.0,1800000.0,62568.0,14896,-2756,1800000.0,-715.0,4.0
0,Cash loans,F,N,Y,1,247500.0,314100.0,16164.0,18214,-803,314100.0,-593.0,
0,Cash loans,F,N,Y,1,180000.0,1288350.0,35559.0,15759,-1458,1288350.0,-141.0,
0,Cash loans,M,N,Y,0,90000.0,227520.0,11196.0,9795,-462,227520.0,-807.0,
0,Cash loans,M,Y,Y,1,157500.0,1006069.5,33381.0,9595,-2025,1006069.5,-542.0,10.0
0,Cash loans,F,N,Y,0,184500.0,814041.0,23931.0,22458,365243,814041.0,-1301.0,
0,Cash loans,F,N,Y,1,90000.0,278460.0,24030.0,11198,-210,278460.0,-733.0,
0,Revolving loans,F,N,Y,0,108000.0,315000.0,15750.0,10043,-1893,315000.0,-869.0,
0,Cash loans,F,N,Y,0,90000.0,225000.0,11074.5,19334,-3494,225000.0,0.0,
0,Revolving loans,F,N,Y,0,135000.0,225000.0,11250.0,15065,-3234,225000.0,-751.0,
0,Cash loans,M,N,Y,0,112500.0,314100.0,14683.5,18867,-1371,314100.0,0.0,
0,Cash loans,F,N,Y,1,90000.0,263686.5,28525.5,9686,-1885,263686.5,-1554.0,
0,Cash loans,F,N,Y,1,135000.0,808650.0,23773.5,17896,-1806,808650.0,-9.0,
0,Cash loans,F,N,Y,0,166500.0,755190.0,36459.0,20837,365243,755190.0,-110.0,
0,Cash loans,F,N,Y,2,90000.0,552555.0,30105.0,12752,-1012,552555.0,-909.0,
0,Cash loans,M,Y,Y,0,225000.0,305640.0,31446.0,13358,-1454,305640.0,-767.0,15.0
0,Cash loans,F,N,Y,0,99000.0,1054773.0,34857.0,21724,365243,1054773.0,-1364.0,
0,Cash loans,F,Y,Y,1,135000.0,855000.0,36225.0,9588,-2608,855000.0,-1634.0,3.0
0,Cash loans,F,N,Y,0,51750.0,168102.0,16753.5,22990,365243,168102.0,0.0,
0,Cash loans,M,Y,Y,2,157500.0,746280.0,59094.0,12340,-871,746280.0,-615.0,21.0
0,Cash loans,M,Y,Y,0,202500.0,348264.0,41458.5,16679,-354,348264.0,0.0,7.0
0,Cash loans,M,Y,N,0,135000.0,208512.0,24876.0,12260,-3641,208512.0,-1397.0,8.0
0,Revolving loans,F,Y,N,0,315000.0,540000.0,27000.0,9923,-549,540000.0,0.0,1.0
0,Cash loans,M,N,Y,1,135000.0,640080.0,31261.5,18681,-469,640080.0,-1887.0,
0,Cash loans,F,N,N,1,247500.0,707287.5,36243.0,12205,-1850,707287.5,-660.0,
0,Cash loans,F,N,N,0,225000.0,942300.0,27549.0,14104,-3315,942300.0,-2832.0,
0,Cash loans,F,N,N,0,135000.0,508495.5,24592.5,12339,-2462,508495.5,-1858.0,
0,Revolving loans,F,N,Y,0,504000.0,450000.0,22500.0,9950,-1311,450000.0,-759.0,
0,Cash loans,F,Y,Y,0,90000.0,258898.5,14175.0,15945,-84,258898.5,-478.0,18.0
0,Cash loans,F,N,N,1,40500.0,145957.5,11425.5,13052,-1952,145957.5,-642.0,
0,Cash loans,M,Y,Y,1,103500.0,91692.0,9873.0,10647,-575,91692.0,-783.0,18.0
0,Cash loans,M,Y,Y,0,202500.0,521280.0,26613.0,13507,-3188,521280.0,-1635.0,10.0
0,Cash loans,F,N,Y,0,103500.0,260568.0,25515.0,18860,-3009,260568.0,-1856.0,
0,Cash loans,F,Y,Y,0,180000.0,634041.0,22905.0,17950,-2024,634041.0,-2496.0,7.0
0,Cash loans,F,N,Y,2,247500.0,640080.0,31261.5,15526,-8824,640080.0,-1590.0,
0,Cash loans,F,Y,N,0,72000.0,173092.5,11322.0,22592,365243,173092.5,-856.0,14.0
0,Cash loans,F,Y,Y,0,90000.0,886500.0,25920.0,12606,-493,886500.0,-1045.0,2.0
0,Cash loans,M,Y,Y,0,40500.0,668304.0,26631.0,23658,365243,668304.0,-1986.0,16.0
0,Cash loans,F,N,Y,0,270000.0,781920.0,40054.5,19110,-3051,781920.0,-949.0,
0,Cash loans,F,Y,N,2,135000.0,1327500.0,36634.5,12047,-379,1327500.0,-1.0,6.0
0,Cash loans,F,N,Y,1,67500.0,119925.0,12915.0,10337,-2321,119925.0,-1434.0,
0,Cash loans,F,N,Y,0,184500.0,450000.0,35685.0,17172,-6874,450000.0,-558.0,
0,Cash loans,M,Y,Y,0,360000.0,2356920.0,119862.0,18004,-270,2356920.0,-200.0,0.0
0,Cash loans,F,N,Y,0,202500.0,1440000.0,133254.0,21858,365243,1440000.0,0.0,
0,Cash loans,F,Y,Y,1,180000.0,938304.0,50121.0,17320,-676,938304.0,0.0,8.0
0,Cash loans,M,Y,N,1,283500.0,835380.0,36927.0,14257,-6060,835380.0,-2212.0,5.0
0,Revolving loans,F,Y,Y,0,90000.0,157500.0,7875.0,22265,365243,157500.0,-910.0,16.0
0,Cash loans,F,N,Y,0,157500.0,640080.0,23121.0,20595,365243,640080.0,-966.0,
0,Cash loans,F,N,Y,1,202500.0,328405.5,23485.5,10246,-1723,328405.5,-756.0,
0,Cash loans,F,N,Y,0,99000.0,47970.0,4873.5,22846,365243,47970.0,-1844.0,
0,Cash loans,M,N,Y,2,157500.0,312768.0,22374.0,16717,-1461,312768.0,-214.0,
0,Cash loans,M,Y,Y,2,180000.0,675000.0,29862.0,14445,-3218,675000.0,0.0,2.0
0,Cash loans,F,N,Y,0,76500.0,136287.0,10894.5,17560,-1139,136287.0,-1746.0,
0,Cash loans,M,N,N,1,112500.0,288000.0,34308.0,10166,-2336,288000.0,-339.0,
0,Cash loans,F,N,Y,2,112500.0,121500.0,9729.0,13036,-456,121500.0,-222.0,
0,Cash loans,F,N,Y,0,157500.0,337500.0,10908.0,23721,365243,337500.0,-352.0,
0,Cash loans,M,Y,Y,0,247500.0,1442596.5,39798.0,22027,-1253,1442596.5,-1980.0,23.0
0,Cash loans,F,N,Y,2,135000.0,101880.0,10939.5,9724,-390,101880.0,-938.0,
0,Revolving loans,F,N,Y,0,135000.0,405000.0,20250.0,21498,-750,405000.0,-2946.0,
0,Cash loans,F,N,Y,0,157500.0,225000.0,15165.0,23902,365243,225000.0,-1066.0,
0,Cash loans,F,N,N,1,450000.0,706500.0,47403.0,11788,-4735,706500.0,-1547.0,
0,Cash loans,M,Y,Y,0,81000.0,373500.0,18297.0,18533,365243,373500.0,-153.0,3.0
0,Cash loans,F,N,N,0,157500.0,219042.0,23719.5,13168,-2258,219042.0,-504.0,
0,Cash loans,F,N,Y,0,405000.0,1125000.0,33025.5,15462,-8770,1125000.0,-2797.0,
0,Revolving loans,F,N,Y,1,112500.0,202500.0,10125.0,8120,-731,202500.0,-311.0,
0,Cash loans,F,N,Y,0,225000.0,1080000.0,34839.0,17134,-3595,1080000.0,-1773.0,
0,Revolving loans,F,N,Y,1,135000.0,180000.0,9000.0,8908,-195,180000.0,-117.0,
0,Cash loans,M,Y,N,0,157500.0,454500.0,46570.5,10483,-1636,454500.0,-903.0,12.0
0,Cash loans,F,N,Y,0,180000.0,996849.0,39663.0,21539,365243,996849.0,-1893.0,
0,Revolving loans,F,N,N,0,135000.0,180000.0,9000.0,8548,-467,180000.0,-189.0,
0,Cash loans,F,N,Y,1,90000.0,521280.0,26743.5,8175,-329,521280.0,-913.0,
0,Cash loans,F,Y,N,1,171000.0,622188.0,26284.5,12549,-1375,622188.0,0.0,8.0
0,Cash loans,M,N,Y,1,135000.0,900000.0,26316.0,12766,-3421,900000.0,-2029.0,
0,Cash loans,M,N,N,1,112500.0,855882.0,34987.5,9651,-1196,855882.0,-450.0,
0,Cash loans,M,N,Y,0,202500.0,47970.0,5089.5,11997,-2742,47970.0,-2459.0,
0,Cash loans,F,N,N,0,450000.0,2410380.0,89325.0,21260,-1834,2410380.0,-3.0,
0,Cash loans,M,Y,Y,1,225000.0,945000.0,30613.5,20453,-297,945000.0,-197.0,6.0
0,Cash loans,F,Y,N,1,85500.0,284400.0,16326.0,11948,-3591,284400.0,0.0,12.0
0,Cash loans,M,N,N,0,180000.0,1288350.0,37669.5,14697,-1337,1288350.0,-1737.0,
0,Cash loans,M,Y,Y,0,360000.0,675000.0,32472.0,19791,-5317,675000.0,-1949.0,13.0
0,Cash loans,F,N,Y,0,117000.0,302341.5,12937.5,22447,365243,302341.5,-75.0,
0,Cash loans,M,N,N,0,135000.0,305221.5,24246.0,13347,-1263,305221.5,-688.0,
0,Cash loans,F,N,N,0,189000.0,900000.0,45954.0,12406,-1671,900000.0,-1786.0,
0,Cash loans,M,Y,Y,1,180000.0,213322.5,15651.0,12076,-1989,213322.5,-1008.0,8.0
0,Cash loans,F,Y,N,1,157500.0,369720.0,24835.5,12723,-440,369720.0,-1184.0,9.0
0,Cash loans,F,N,Y,0,41989.5,225000.0,15772.5,16381,-1675,225000.0,-709.0,
0,Cash loans,F,N,Y,0,135000.0,233905.5,18229.5,19901,365243,233905.5,-2134.0,
0,Cash loans,M,N,Y,1,135000.0,269550.0,21739.5,9769,-529,269550.0,0.0,
0,Cash loans,M,N,N,3,175500.0,450000.0,11871.0,13119,-5199,450000.0,-522.0,
0,Cash loans,F,N,Y,2,135000.0,577912.5,45787.5,15690,-6662,577912.5,-2362.0,
0,Cash loans,M,N,Y,2,90000.0,104256.0,11358.0,8504,-636,104256.0,-429.0,
0,Cash loans,F,N,Y,0,135000.0,251091.0,25470.0,18564,-1116,251091.0,0.0,
0,Revolving loans,M,Y,Y,1,225000.0,630000.0,31500.0,15285,-2498,630000.0,-1268.0,4.0
0,Cash loans,F,N,Y,0,225000.0,1252363.5,47700.0,22845,-13289,1252363.5,-2425.0,
0,Cash loans,F,N,N,0,247500.0,916470.0,26797.5,22862,365243,916470.0,-885.0,
0,Cash loans,F,Y,Y,0,157500.0,986553.0,28975.5,22259,365243,986553.0,-1727.0,14.0
0,Cash loans,M,Y,Y,0,247500.0,720000.0,25636.5,10897,-920,720000.0,-678.0,2.0
0,Cash loans,M,N,N,0,225000.0,1282500.0,42385.5,12750,-3570,1282500.0,-134.0,
0,Revolving loans,F,N,N,0,135000.0,270000.0,13500.0,10357,-1470,270000.0,-683.0,
0,Cash loans,M,Y,Y,3,292500.0,983299.5,41791.5,12647,-738,983299.5,-857.0,23.0
0,Cash loans,F,N,Y,1,225000.0,135000.0,14323.5,10523,-2022,135000.0,-1026.0,
0,Revolving loans,F,Y,N,0,67500.0,135000.0,6750.0,22036,365243,135000.0,-1562.0,19.0
0,Cash loans,F,N,N,0,81000.0,452385.0,13846.5,19494,-2451,452385.0,-4.0,
0,Cash loans,F,N,Y,0,157500.0,755190.0,32125.5,21646,365243,755190.0,-465.0,
0,Cash loans,F,N,N,1,94500.0,495882.0,39307.5,9966,-602,495882.0,-495.0,
0,Cash loans,F,N,Y,0,135000.0,900000.0,46084.5,19867,-2204,900000.0,-617.0,
0,Cash loans,M,Y,N,0,225000.0,2013840.0,53122.5,22774,365243,2013840.0,-1515.0,6.0
0,Cash loans,F,Y,Y,2,360000.0,512446.5,32877.0,14267,-1723,512446.5,-1552.0,65.0
0,Cash loans,F,N,N,0,270000.0,1350000.0,35743.5,17317,-3039,1350000.0,-2525.0,
0,Cash loans,F,N,Y,2,180000.0,1325475.0,56290.5,11393,-2390,1325475.0,-864.0,
0,Cash loans,M,N,N,0,202500.0,1006920.0,51543.0,15217,-2739,1006920.0,-2033.0,
0,Cash loans,F,N,Y,1,157500.0,521280.0,31675.5,11585,-1117,521280.0,-827.0,
0,Cash loans,M,Y,Y,1,90000.0,787131.0,26145.0,15209,-3458,787131.0,-2147.0,12.0
0,Cash loans,F,N,Y,1,135000.0,278613.0,30136.5,13752,-2192,278613.0,-352.0,
0,Cash loans,M,Y,Y,0,157500.0,152820.0,17370.0,12125,-1373,152820.0,-28.0,19.0
0,Cash loans,F,Y,N,0,180000.0,1125000.0,29677.5,9990,-2331,1125000.0,-1802.0,3.0
0,Cash loans,F,N,Y,0,202500.0,1575000.0,54877.5,21472,365243,1575000.0,-1478.0,
0,Cash loans,M,N,N,0,135000.0,494550.0,36976.5,10795,-2820,494550.0,-1735.0,
0,Cash loans,F,N,N,0,157500.0,475159.5,25906.5,14867,-2413,475159.5,-2500.0,
0,Cash loans,F,Y,Y,2,427500.0,1285816.5,40374.0,13577,-3831,1285816.5,-1087.0,13.0
0,Cash loans,M,Y,Y,0,81000.0,199152.0,10296.0,18568,-515,199152.0,-1833.0,12.0
0,Cash loans,M,Y,Y,0,166500.0,45000.0,4905.0,11734,-3106,45000.0,-719.0,14.0
0,Cash loans,F,N,Y,0,47250.0,248760.0,25488.0,17466,-8886,248760.0,-1320.0,
0,Revolving loans,F,Y,Y,2,166500.0,495000.0,24750.0,14467,-1028,495000.0,-820.0,4.0
0,Cash loans,F,Y,N,0,360000.0,509922.0,27297.0,22531,365243,509922.0,0.0,2.0
0,Cash loans,M,Y,Y,0,184500.0,810000.0,28827.0,13524,-4324,810000.0,-2513.0,3.0
0,Cash loans,F,N,Y,0,135000.0,225000.0,24363.0,16902,-1735,225000.0,-825.0,
0,Cash loans,M,Y,Y,0,132750.0,536917.5,19413.0,22072,365243,536917.5,0.0,16.0
0,Cash loans,M,N,Y,0,211500.0,781920.0,25101.0,21422,365243,781920.0,-1372.0,
0,Cash loans,F,Y,Y,1,126000.0,450000.0,19953.0,11550,-2379,450000.0,-1675.0,2.0
0,Cash loans,M,N,Y,0,121500.0,288792.0,13459.5,11018,-1136,288792.0,-661.0,
0,Cash loans,F,Y,Y,2,90000.0,170640.0,11533.5,12650,-3485,170640.0,-814.0,9.0
0,Cash loans,F,Y,Y,1,157500.0,1065681.0,44109.0,16752,365243,1065681.0,0.0,2.0
0,Cash loans,F,N,Y,0,72000.0,269550.0,11547.0,20463,-1820,269550.0,-644.0,
0,Cash loans,F,Y,Y,0,225000.0,640080.0,31261.5,13212,-1508,640080.0,-504.0,23.0
0,Cash loans,F,N,Y,0,85500.0,158301.0,15552.0,20403,365243,158301.0,-1708.0,
0,Cash loans,F,N,Y,0,135000.0,450000.0,22018.5,18181,-681,450000.0,-719.0,
0,Cash loans,F,N,Y,0,162000.0,1125000.0,33025.5,13558,-1431,1125000.0,-1533.0,
0,Cash loans,F,N,Y,0,135000.0,757597.5,40491.0,17274,-855,757597.5,-2353.0,
0,Cash loans,M,Y,Y,0,135000.0,152820.0,16587.0,8959,-614,152820.0,-517.0,64.0
0,Cash loans,F,Y,N,2,157500.0,247275.0,19822.5,13592,-1545,247275.0,-428.0,11.0
0,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0,18175,-6647,180000.0,-502.0,
0,Cash loans,M,N,Y,0,153000.0,628618.5,22707.0,20526,365243,628618.5,-820.0,
0,Cash loans,F,N,Y,0,180000.0,1345500.0,39339.0,12126,-900,1345500.0,-1663.0,
0,Revolving loans,F,N,N,0,45000.0,135000.0,6750.0,17537,-879,135000.0,-475.0,
0,Cash loans,F,Y,Y,0,180000.0,450000.0,30195.0,19532,-3639,450000.0,-389.0,3.0
0,Cash loans,M,N,Y,0,135000.0,296280.0,21559.5,9573,-386,296280.0,-546.0,
0,Cash loans,F,N,Y,0,202500.0,407745.0,48519.0,12602,-2017,407745.0,-246.0,
0,Cash loans,F,N,Y,0,112500.0,1008000.0,40104.0,18709,-2721,1008000.0,-1493.0,
0,Cash loans,M,N,N,2,112500.0,333337.5,26464.5,13239,-496,333337.5,-48.0,
0,Cash loans,M,N,N,0,157500.0,521280.0,27423.0,8129,-630,521280.0,-7.0,
0,Cash loans,F,Y,Y,0,67500.0,527373.0,30406.5,23515,365243,527373.0,-1812.0,29.0
0,Cash loans,F,N,Y,1,157500.0,1006920.0,67563.0,14038,-2168,1006920.0,-1935.0,
0,Cash loans,F,Y,Y,0,135000.0,592560.0,27589.5,12755,-1198,592560.0,-864.0,9.0
0,Cash loans,M,Y,Y,0,704700.0,2254500.0,206464.5,23442,-1371,2254500.0,-342.0,2.0
0,Cash loans,F,N,Y,0,225000.0,2013840.0,55507.5,20110,-2433,2013840.0,-1594.0,
0,Cash loans,M,Y,Y,0,225000.0,497520.0,50980.5,9348,-762,497520.0,-634.0,8.0
0,Cash loans,F,Y,Y,0,81000.0,180000.0,10048.5,24062,365243,180000.0,-1952.0,7.0
0,Revolving loans,F,Y,Y,1,180000.0,540000.0,27000.0,15853,-2329,540000.0,0.0,6.0
0,Cash loans,F,N,Y,0,180000.0,1077061.5,31621.5,16323,-8854,1077061.5,-2097.0,
0,Cash loans,F,N,Y,0,103500.0,997335.0,29160.0,19572,365243,997335.0,-169.0,
0,Revolving loans,F,N,Y,1,76500.0,247500.0,12375.0,11437,-503,247500.0,-1375.0,
0,Cash loans,F,N,N,0,162000.0,327024.0,11875.5,21452,365243,327024.0,-2092.0,
0,Cash loans,F,N,Y,3,157500.0,521280.0,35392.5,12043,-1730,521280.0,-4.0,
0,Cash loans,F,N,Y,0,112500.0,472500.0,15745.5,21886,365243,472500.0,-721.0,
0,Cash loans,M,Y,Y,1,225000.0,450000.0,22018.5,10502,-1459,450000.0,-533.0,16.0
0,Cash loans,F,N,Y,2,76500.0,277969.5,13086.0,14021,-2266,277969.5,-411.0,
