name,date,value
Egypt,2020-03-13,2.0
Egypt,2020-03-14,2.0
Egypt,2020-03-15,2.0
Egypt,2020-03-16,2.0
Egypt,2020-03-17,4.0
Egypt,2020-03-18,6.0
Egypt,2020-03-19,6.0
Egypt,2020-03-20,8.0
Egypt,2020-03-21,10.0
Egypt,2020-03-22,14.0
Egypt,2020-03-23,19.0
Egypt,2020-03-24,20.0
Egypt,2020-03-25,21.0
Egypt,2020-03-26,24.0
Egypt,2020-03-27,30.0
Estonia,2020-03-25,1.0
Estonia,2020-03-26,1.0
Estonia,2020-03-27,1.0
Finland,2020-03-21,1.0
Finland,2020-03-22,1.0
Finland,2020-03-23,1.0
Finland,2020-03-24,1.0
Finland,2020-03-25,3.0
Finland,2020-03-26,5.0
Finland,2020-03-27,7.0
France,2020-02-15,1.0
France,2020-02-16,1.0
France,2020-02-17,1.0
France,2020-02-18,1.0
France,2020-02-19,1.0
France,2020-02-20,1.0
France,2020-02-21,1.0
France,2020-02-22,1.0
France,2020-02-23,1.0
France,2020-02-24,1.0
France,2020-02-25,1.0
France,2020-02-26,2.0
France,2020-02-27,2.0
France,2020-02-28,2.0
France,2020-02-29,2.0
France,2020-03-01,2.0
France,2020-03-02,3.0
France,2020-03-03,4.0
France,2020-03-04,4.0
France,2020-03-05,6.0
France,2020-03-06,9.0
France,2020-03-07,11.0
France,2020-03-08,19.0
France,2020-03-09,19.0
France,2020-03-10,33.0
France,2020-03-11,48.0
France,2020-03-12,48.0
France,2020-03-13,79.0
France,2020-03-14,91.0
France,2020-03-15,91.0
France,2020-03-16,149.0
France,2020-03-17,149.0
France,2020-03-18,149.0
France,2020-03-19,244.0
France,2020-03-20,451.0
France,2020-03-21,563.0
France,2020-03-22,676.0
France,2020-03-23,862.0
France,2020-03-24,1102.0
France,2020-03-25,1333.0
France,2020-03-26,1698.0
France,2020-03-27,1997.0
Gabon,2020-03-20,1.0
Gabon,2020-03-21,1.0
Gabon,2020-03-22,1.0
Gabon,2020-03-23,1.0
Gabon,2020-03-24,1.0
Gabon,2020-03-25,1.0
Gabon,2020-03-26,1.0
Gabon,2020-03-27,1.0
Gambia,2020-03-23,1.0
Gambia,2020-03-24,1.0
Gambia,2020-03-25,1.0
Gambia,2020-03-26,1.0
Gambia,2020-03-27,1.0
Germany,2020-03-09,2.0
Germany,2020-03-10,2.0
Germany,2020-03-11,3.0
Germany,2020-03-12,3.0
Germany,2020-03-13,7.0
Germany,2020-03-14,9.0
Germany,2020-03-15,11.0
Germany,2020-03-16,17.0
Germany,2020-03-17,24.0
Germany,2020-03-18,28.0
Germany,2020-03-19,44.0
Germany,2020-03-20,67.0
Germany,2020-03-21,84.0
Germany,2020-03-22,94.0
Germany,2020-03-23,123.0
Germany,2020-03-24,157.0
Germany,2020-03-25,206.0
Germany,2020-03-26,267.0
Germany,2020-03-27,342.0
Ghana,2020-03-21,1.0
Ghana,2020-03-22,1.0
Ghana,2020-03-23,2.0
Ghana,2020-03-24,2.0
Ghana,2020-03-25,4.0
Ghana,2020-03-26,4.0
Ghana,2020-03-27,4.0
Greece,2020-03-11,1.0
Greece,2020-03-12,1.0
Greece,2020-03-13,1.0
Greece,2020-03-14,3.0
Greece,2020-03-15,4.0
Greece,2020-03-16,4.0
Greece,2020-03-17,5.0
Greece,2020-03-18,5.0
Greece,2020-03-19,6.0
Greece,2020-03-20,6.0
Greece,2020-03-21,13.0
Greece,2020-03-22,15.0
Greece,2020-03-23,17.0
Greece,2020-03-24,20.0
Greece,2020-03-25,22.0
Greece,2020-03-26,26.0
Greece,2020-03-27,28.0
Guatemala,2020-03-16,1.0
Guatemala,2020-03-17,1.0
Guatemala,2020-03-18,1.0
Guatemala,2020-03-19,1.0
Guatemala,2020-03-20,1.0
Guatemala,2020-03-21,1.0
Guatemala,2020-03-22,1.0
Guatemala,2020-03-23,1.0
Guatemala,2020-03-24,1.0
Guatemala,2020-03-25,1.0
Guatemala,2020-03-26,1.0
Guatemala,2020-03-27,1.0
Guyana,2020-03-12,1.0
Guyana,2020-03-13,1.0
Guyana,2020-03-14,1.0
Guyana,2020-03-15,1.0
Guyana,2020-03-16,1.0
Guyana,2020-03-17,1.0
Guyana,2020-03-18,1.0
Guyana,2020-03-19,1.0
Guyana,2020-03-20,1.0
Guyana,2020-03-21,1.0
Guyana,2020-03-22,1.0
Guyana,2020-03-23,1.0
Guyana,2020-03-24,1.0
Guyana,2020-03-25,1.0
Guyana,2020-03-26,1.0
Guyana,2020-03-27,1.0
Honduras,2020-03-26,1.0
Honduras,2020-03-27,1.0
Hungary,2020-03-15,1.0
Hungary,2020-03-16,1.0
Hungary,2020-03-17,1.0
Hungary,2020-03-18,1.0
Hungary,2020-03-19,1.0
Hungary,2020-03-20,3.0
Hungary,2020-03-21,4.0
Hungary,2020-03-22,6.0
Hungary,2020-03-23,7.0
Hungary,2020-03-24,9.0
Hungary,2020-03-25,10.0
Hungary,2020-03-26,10.0
Hungary,2020-03-27,10.0
Iceland,2020-03-15,5.0
Iceland,2020-03-17,1.0
Iceland,2020-03-18,1.0
Iceland,2020-03-19,1.0
Iceland,2020-03-21,1.0
Iceland,2020-03-22,1.0
Iceland,2020-03-23,1.0
Iceland,2020-03-24,2.0
Iceland,2020-03-25,2.0
Iceland,2020-03-26,2.0
Iceland,2020-03-27,2.0
India,2020-03-11,1.0
India,2020-03-12,1.0
India,2020-03-13,2.0
India,2020-03-14,2.0
India,2020-03-15,2.0
India,2020-03-16,2.0
India,2020-03-17,3.0
India,2020-03-18,3.0
India,2020-03-19,4.0
India,2020-03-20,5.0
India,2020-03-21,4.0
India,2020-03-22,7.0
India,2020-03-23,10.0
India,2020-03-24,10.0
India,2020-03-25,12.0
India,2020-03-26,20.0
India,2020-03-27,20.0
Indonesia,2020-03-11,1.0
Indonesia,2020-03-12,1.0
Indonesia,2020-03-13,4.0
Indonesia,2020-03-14,5.0
Indonesia,2020-03-15,5.0
Indonesia,2020-03-16,5.0
Indonesia,2020-03-17,5.0
Indonesia,2020-03-18,19.0
Indonesia,2020-03-19,25.0
Indonesia,2020-03-20,32.0
Indonesia,2020-03-21,38.0
Indonesia,2020-03-22,48.0
Indonesia,2020-03-23,49.0
Indonesia,2020-03-24,55.0
Indonesia,2020-03-25,58.0
Indonesia,2020-03-26,78.0
Indonesia,2020-03-27,87.0
Iran,2020-02-19,2.0
Iran,2020-02-20,2.0
Iran,2020-02-21,4.0
Iran,2020-02-22,5.0
Iran,2020-02-23,8.0
Iran,2020-02-24,12.0
Iran,2020-02-25,16.0
Iran,2020-02-26,19.0
Iran,2020-02-27,26.0
Iran,2020-02-28,34.0
Iran,2020-02-29,43.0
Iran,2020-03-01,54.0
Iran,2020-03-02,66.0
Iran,2020-03-03,77.0
Iran,2020-03-04,92.0
Iran,2020-03-05,107.0
Iran,2020-03-06,124.0
Iran,2020-03-07,145.0
Iran,2020-03-08,194.0
Iran,2020-03-09,237.0
Iran,2020-03-10,291.0
Iran,2020-03-11,354.0
Iran,2020-03-12,429.0
Iran,2020-03-13,514.0
Iran,2020-03-14,611.0
Iran,2020-03-15,724.0
Iran,2020-03-16,853.0
Iran,2020-03-17,988.0
Iran,2020-03-18,1135.0
Iran,2020-03-19,1284.0
Iran,2020-03-20,1433.0
Iran,2020-03-21,1556.0
Iran,2020-03-22,1685.0
Iran,2020-03-23,1812.0
Iran,2020-03-24,1934.0
Iran,2020-03-25,2077.0
Iran,2020-03-26,2234.0
Iran,2020-03-27,2378.0
Iraq,2020-03-04,2.0
Iraq,2020-03-05,2.0
Iraq,2020-03-06,3.0
Iraq,2020-03-07,4.0
Iraq,2020-03-08,6.0
Iraq,2020-03-09,6.0
Iraq,2020-03-10,7.0
Iraq,2020-03-11,7.0
Iraq,2020-03-12,8.0
Iraq,2020-03-13,9.0
Iraq,2020-03-14,10.0
Iraq,2020-03-15,10.0
Iraq,2020-03-16,10.0
Iraq,2020-03-17,11.0
Iraq,2020-03-18,12.0
Iraq,2020-03-19,13.0
Iraq,2020-03-20,17.0
Iraq,2020-03-21,17.0
Iraq,2020-03-22,20.0
Iraq,2020-03-23,23.0
Iraq,2020-03-24,27.0
Iraq,2020-03-25,29.0
Iraq,2020-03-26,36.0
Iraq,2020-03-27,40.0
Ireland,2020-03-11,1.0
Ireland,2020-03-12,1.0
Ireland,2020-03-13,1.0
Ireland,2020-03-14,2.0
Ireland,2020-03-15,2.0
Ireland,2020-03-16,2.0
Ireland,2020-03-17,2.0
Ireland,2020-03-18,2.0
Ireland,2020-03-19,3.0
Ireland,2020-03-20,3.0
Ireland,2020-03-21,3.0
Ireland,2020-03-22,4.0
Ireland,2020-03-23,6.0
Ireland,2020-03-24,7.0
Ireland,2020-03-25,9.0
Ireland,2020-03-26,19.0
Ireland,2020-03-27,22.0
Israel,2020-03-21,1.0
Israel,2020-03-22,1.0
Israel,2020-03-23,1.0
Israel,2020-03-24,3.0
Israel,2020-03-25,5.0
Israel,2020-03-26,8.0
Israel,2020-03-27,12.0
Italy,2020-02-21,1.0
Italy,2020-02-22,2.0
Italy,2020-02-23,3.0
Italy,2020-02-24,7.0
Italy,2020-02-25,10.0
Italy,2020-02-26,12.0
Italy,2020-02-27,17.0
Italy,2020-02-28,21.0
Italy,2020-02-29,29.0
Italy,2020-03-01,34.0
Italy,2020-03-02,52.0
Italy,2020-03-03,79.0
Italy,2020-03-04,107.0
Italy,2020-03-05,148.0
Italy,2020-03-06,197.0
Italy,2020-03-07,233.0
Italy,2020-03-08,366.0
Italy,2020-03-09,463.0
Italy,2020-03-10,631.0
Italy,2020-03-11,827.0
Italy,2020-03-12,827.0
Italy,2020-03-13,1266.0
Italy,2020-03-14,1441.0
Italy,2020-03-15,1809.0
Italy,2020-03-16,2158.0
Italy,2020-03-17,2503.0
Italy,2020-03-18,2978.0
Italy,2020-03-19,3405.0
Italy,2020-03-20,4032.0
Italy,2020-03-21,4825.0
Italy,2020-03-22,5476.0
Italy,2020-03-23,6077.0
Italy,2020-03-24,6820.0
Italy,2020-03-25,7503.0
Italy,2020-03-26,8215.0
Italy,2020-03-27,9134.0
Jamaica,2020-03-19,1.0
Jamaica,2020-03-20,1.0
Jamaica,2020-03-21,1.0
Jamaica,2020-03-22,1.0
Jamaica,2020-03-23,1.0
Jamaica,2020-03-24,1.0
Jamaica,2020-03-25,1.0
Jamaica,2020-03-26,1.0
Jamaica,2020-03-27,1.0
Japan,2020-02-13,1.0
Japan,2020-02-14,1.0
Japan,2020-02-15,1.0
Japan,2020-02-16,1.0
Japan,2020-02-17,1.0
Japan,2020-02-18,1.0
Japan,2020-02-19,1.0
Japan,2020-02-20,1.0
Japan,2020-02-21,1.0
Japan,2020-02-22,1.0
Japan,2020-02-23,1.0
Japan,2020-02-24,1.0
Japan,2020-02-25,1.0
Japan,2020-02-26,2.0
Japan,2020-02-27,4.0
Japan,2020-02-28,4.0
Japan,2020-02-29,5.0
Japan,2020-03-01,6.0
Japan,2020-03-02,6.0
Japan,2020-03-03,6.0
Japan,2020-03-04,6.0
Japan,2020-03-05,6.0
Japan,2020-03-06,6.0
Japan,2020-03-07,6.0
Japan,2020-03-08,6.0
Japan,2020-03-09,10.0
Japan,2020-03-10,10.0
Japan,2020-03-11,15.0
Japan,2020-03-12,16.0
Japan,2020-03-13,19.0
Japan,2020-03-14,22.0
Japan,2020-03-15,22.0
Japan,2020-03-16,27.0
Japan,2020-03-17,29.0
Japan,2020-03-18,29.0
Japan,2020-03-19,29.0
Japan,2020-03-20,33.0
Japan,2020-03-21,35.0
Japan,2020-03-22,41.0
Japan,2020-03-23,42.0
Japan,2020-03-24,43.0
Japan,2020-03-25,45.0
Japan,2020-03-26,47.0
Japan,2020-03-27,49.0
Jordan,2020-03-27,1.0
Kazakhstan,2020-03-20,3.0
Kazakhstan,2020-03-26,1.0
Kazakhstan,2020-03-27,1.0
Kenya,2020-03-26,1.0
Kenya,2020-03-27,1.0
"Korea, South",2020-02-20,1.0
"Korea, South",2020-02-21,2.0
"Korea, South",2020-02-22,2.0
"Korea, South",2020-02-23,6.0
"Korea, South",2020-02-24,8.0
"Korea, South",2020-02-25,10.0
"Korea, South",2020-02-26,12.0
"Korea, South",2020-02-27,13.0
"Korea, South",2020-02-28,13.0
"Korea, South",2020-02-29,16.0
"Korea, South",2020-03-01,17.0
"Korea, South",2020-03-02,28.0
"Korea, South",2020-03-03,28.0
"Korea, South",2020-03-04,35.0
"Korea, South",2020-03-05,35.0
"Korea, South",2020-03-06,42.0
"Korea, South",2020-03-07,44.0
"Korea, South",2020-03-08,50.0
"Korea, South",2020-03-09,53.0
"Korea, South",2020-03-10,54.0
"Korea, South",2020-03-11,60.0
"Korea, South",2020-03-12,66.0
"Korea, South",2020-03-13,66.0
"Korea, South",2020-03-14,72.0
"Korea, South",2020-03-15,75.0
"Korea, South",2020-03-16,75.0
"Korea, South",2020-03-17,81.0
"Korea, South",2020-03-18,84.0
"Korea, South",2020-03-19,91.0
"Korea, South",2020-03-20,94.0
"Korea, South",2020-03-21,102.0
"Korea, South",2020-03-22,111.0
"Korea, South",2020-03-23,111.0
"Korea, South",2020-03-24,120.0
"Korea, South",2020-03-25,126.0
"Korea, South",2020-03-26,131.0
"Korea, South",2020-03-27,139.0
Lebanon,2020-03-10,1.0
Lebanon,2020-03-11,3.0
Lebanon,2020-03-12,3.0
