,name,pop,lat,lon,2019
682,Broomfield ,57433.0,39.937989200000004,-105.0587294,489176.02530791116
2064,Glenwood Springs ,9532.0,39.5507448,-107.3255001,488610.9682369143
1660,Santa Fe Springs ,16553.0,33.9482434,-118.06761029999998,487655.0436027715
632,Gaithersburg ,61491.0,39.143440600000005,-77.2013705,487328.123821185
1488,South El Monte ,20263.0,34.0519548,-118.04673390000002,486730.007202701
1433,Summit ,21637.0,39.6070951,-106.0636654,486613.6290926556
1414,Darien ,22209.0,41.0787079,-73.4692873,484896.8432848028
772,Glendora ,50565.0,34.136118700000004,-117.86533899999999,484098.4179188154
1436,Avon ,21576.0,39.6329025,-106.47118370000001,482919.2186514149
1437,Avon ,14076.0,39.6329025,-106.47118370000001,482919.2186514149
1154,Oak Park ,29477.0,41.885031700000006,-87.7845025,482003.59808525065
444,San Marcos ,47695.0,29.882643599999998,-97.9405828,479640.63650926814
443,San Marcos ,85152.0,29.882643599999998,-97.9405828,479640.63650926814
48,Portland ,15101.0,45.5202471,-122.6741949,477070.99526035116
49,Portland ,11701.0,45.5202471,-122.6741949,477070.99526035116
47,Portland ,66147.0,45.5202471,-122.6741949,477070.99526035116
46,Portland ,593859.0,45.5202471,-122.6741949,477070.99526035116
613,Pico Rivera ,63384.0,33.9830688,-118.09673500000001,476339.61386916647
516,Evanston ,12223.0,42.0447388,-87.6930459,476290.55276154657
515,Evanston ,74993.0,42.0447388,-87.6930459,476290.55276154657
839,Azusa ,46632.0,34.1338751,-117.90560459999999,473126.737286906
841,Parker ,46296.0,39.5184514,-104.7612638,469137.47797297995
770,West New York ,50773.0,40.788009100000004,-74.01427609999999,468769.3649127432
775,Castle Rock ,50116.0,39.3726585,-104.8584264,468481.541791964
1992,Prosper ,10644.0,33.2327235,-96.839902,468438.9391172837
967,Hilton Head Island ,37569.0,32.216316,-80.752608,467038.1721312278
932,Campbell ,8177.0,37.2158191,-79.1165953,466338.2904779197
931,Campbell ,39853.0,37.2158191,-79.1165953,466338.2904779197
422,Boca Raton ,86622.0,26.3586885,-80.08309840000001,466299.57211600617
2010,Mount Airy ,10439.0,36.499300700000006,-80.60728590000001,463955.3321138641
2011,Mount Airy ,9324.0,36.499300700000006,-80.60728590000001,463955.3321138641
922,La Puente ,40128.0,34.01979,-117.95036770000002,462782.0466418083
1190,Monterey ,27846.0,36.583431,-121.8540929,461741.6073254819
2194,Lake Elmo ,7989.0,44.99579979999999,-92.87937679999999,460325.6806074074
1142,Santa Paula ,29848.0,34.3541659,-119.05927050000001,459738.5250382008
1399,Fountain Hills ,22741.0,33.6117105,-111.7173613,459618.7634949647
1009,Lynnwood ,36043.0,47.8278656,-122.3053932,457999.8947672079
390,Renton ,94030.0,47.4799078,-122.2034496,457213.5062139919
1353,Ramsey ,23864.0,45.01657279999999,-93.09495009999999,456904.97555537143
505,Baldwin Park ,75949.0,34.08033185,-117.96621370000001,456562.69416585204
44,Denver ,619390.0,39.7391536,-104.9847034,456444.40551476594
205,Elk Grove ,155844.0,38.4087993,-121.37161780000001,455571.3231476368
689,Arcadia ,7603.0,34.136207500000005,-118.0401497,454452.12964548287
688,Arcadia ,56812.0,34.136207500000005,-118.0401497,454452.12964548287
77,Arlington ,18065.0,32.735581599999996,-97.10711859999999,453864.8609010615
78,Arlington ,11598.0,32.735581599999996,-97.10711859999999,453864.8609010615
76,Arlington ,370908.0,32.735581599999996,-97.10711859999999,453864.8609010615
612,Woodbury ,10145.0,44.92317,-92.9588282,451389.5582025021
611,Woodbury ,63523.0,44.92317,-92.9588282,451389.5582025021
629,Delray Beach ,61598.0,26.4614625,-80.07282009999999,451081.2576674364
694,Jupiter ,56240.0,26.9266939,-80.12208902,450729.9769734093
2168,Hillsdale ,8272.0,41.613643700000004,-90.1728998,449698.5744739277
1351,Herndon ,23889.0,38.969531599999996,-77.3859479,449070.6311722017
1447,South Lake Tahoe ,21377.0,38.929125,-119.98784640000001,448940.9025302889
716,Paramount ,54477.0,33.8984873,-118.170703,447431.36222628
2260,Gig Harbor ,7222.0,47.3259697,-122.5878659,446480.87434198405
1879,Lakeway ,12158.0,30.374972999999997,-97.96296995,445234.6668126653
1283,Lemon Grove ,25643.0,32.7425516,-117.0314172,445017.20150350843
1263,Tualatin ,26394.0,45.38385460000001,-122.7663518,444943.93689852336
1689,Anacortes ,15860.0,48.5020123,-122.62373559999999,443285.26621583727
1764,Hawaiian Gardens ,14355.0,33.8284787,-118.0743137,442970.2440167967
1372,Maple Valley ,23432.0,47.366423100000006,-122.04371270000001,442136.4882345515
353,Centennial ,102479.0,39.5680644,-104.9778307,441201.32210978353
754,Peabody ,51608.0,42.5278731,-70.92866090000001,440912.36485157296
1545,El Dorado ,12976.0,38.75741370000001,-120.5276129,439773.01529557456
1544,El Dorado ,18753.0,38.75741370000001,-120.5276129,439773.01529557456
860,Elmhurst ,44915.0,41.8994745,-87.9403418,439364.4411846439
825,Doral ,47648.0,25.818472500000002,-80.35396781,438928.3380193784
492,Bend ,77628.0,44.058172799999994,-121.31530959999999,436965.2854553107
442,Hawthorne ,85161.0,33.9113109,-118.34779420000001,436850.69314492005
2029,Lindon ,10283.0,40.3432857,-111.7207608,435382.9401098885
938,Coppell ,39464.0,32.958352000000005,-96.98818299999999,435126.4113801555
397,Carson ,91940.0,33.832204299999994,-118.2517547,433423.72258693154
2140,Sunset Hills ,8499.0,38.538942299999995,-90.407341,430069.7178035288
1423,Port Hueneme ,21750.0,34.1593425,-119.20255049999999,429337.4184228068
382,South Gate ,95079.0,33.9463456,-118.200981,428870.5969773404
1174,Winter Park ,28394.0,28.6000625,-81.34274374,427486.8908225701
1390,New Castle ,23001.0,41.0036719,-80.3470091,427119.0187488273
1391,New Castle ,18017.0,41.0036719,-80.3470091,427119.0187488273
229,Naperville ,142994.0,41.772910700000004,-88.147867,426984.583491669
2261,Hood River ,7213.0,45.705310100000005,-121.52179270000002,426860.10962813906
343,Murrieta ,105253.0,33.560832,-117.2106564,426625.8670894149
2078,Brigantine ,9426.0,39.4101171,-74.3645906,425225.1407162547
665,Huntington Park ,58486.0,33.981681200000004,-118.22507250000001,425021.3797255724
811,Burien ,48758.0,47.469918,-122.3485274,423091.48038358224
800,Palm Desert ,49325.0,33.7288179,-116.38257109999999,422781.24756015814
1308,Homewood ,25071.0,33.4717732,-86.8008228,422238.11650388467
2,Chicago ,2705627.0,41.8755546,-87.6244212,420914.0173312574
1819,Pewaukee ,13432.0,43.0805651,-88.2612045,420024.68434021494
549,Redlands ,69441.0,34.072662,-117.0934169,419552.4533864345
1384,Mequon ,23241.0,43.2219088,-87.98229690000001,417975.1929823594
727,South Jordan ,53347.0,40.5621704,-111.929658,417160.5452612565
2271,Delafield ,7122.0,43.0610275,-88.40406920000001,416539.3510072471
808,Tigard ,49031.0,45.4307473,-122.77193390000002,416125.4127501653
857,Palm Springs ,45272.0,33.8345281,-116.5389475,416094.6438950721
580,Flower Mound ,66067.0,33.0145673,-97.0969552,415180.368621971
887,Danville ,32903.0,40.125221999999994,-87.6304614,415063.67076902854
885,Danville ,42586.0,40.125221999999994,-87.6304614,415063.67076902854
888,Danville ,16361.0,40.125221999999994,-87.6304614,415063.67076902854
889,Danville ,9139.0,40.125221999999994,-87.6304614,415063.67076902854
886,Danville ,42419.0,40.125221999999994,-87.6304614,415063.67076902854
1203,Maywood ,27580.0,33.9866807,-118.185349,414673.48855422967
274,Frisco ,123605.0,35.2351765,-75.6284903,413128.42748814094
815,Cypress ,48493.0,33.8248235,-118.0399368,412796.71863125474
1572,Dixon ,15519.0,41.842224,-89.4815485,412020.3128393076
1571,Dixon ,18489.0,41.842224,-89.4815485,412020.3128393076
482,Johns Creek ,79521.0,34.0181557,-84.190196,411636.9501254618
548,Lynwood ,69852.0,33.930322499999996,-118.2114933,411586.9126371474
2159,Little Falls ,8352.0,45.9763545,-94.36250240000001,411500.3552079351
2083,Poulsbo ,9342.0,47.7391366,-122.63928,411455.8039129367
1907,Panama City Beach ,11620.0,30.1765914,-85.8054879,411444.69937709725
1365,Loma Linda ,23534.0,34.053797100000004,-117.2610925,411389.4557406829
270,Concord ,123764.0,43.207106,-71.53702159999999,409785.9776353658
271,Concord ,80620.0,43.207106,-71.53702159999999,409785.9776353658
272,Concord ,42434.0,43.207106,-71.53702159999999,409785.9776353658
63,Atlanta ,432135.0,33.749098700000005,-84.39018490000001,409301.7998424354
391,Vacaville ,93356.0,38.3760441,-121.9954703,409234.6054089279
1057,Cottonwood Heights ,33754.0,40.6196702,-111.8102104,408959.3914325665
1937,Davidson ,11233.0,36.189724,-86.7857862,408577.9009082581
2245,Shorewood ,7377.0,43.0881744,-87.88831529999999,408560.62650339975
1944,Cocoa Beach ,11207.0,28.3293255,-80.62631477,407892.6327641431
326,Arvada ,107578.0,39.802764399999994,-105.08748419999999,407875.7542236705
273,Coral Springs ,123753.0,26.26485615,-80.26534189,407609.9216305401
801,Palm Beach Gardens ,49278.0,26.84176195,-80.13530872,407606.75434853625
379,Roanoke ,96810.0,37.270973,-79.94143129999999,407591.4548361253
904,Westfield ,30472.0,42.1250929,-72.7495381,404058.2190776248
903,Westfield ,31052.0,42.1250929,-72.7495381,404058.2190776248
902,Westfield ,41390.0,42.1250929,-72.7495381,404058.2190776248
151,Fontana ,199879.0,34.0922335,-117.435048,403145.1717447303
669,Royal Oak ,58138.0,42.4894801,-83.1446485,401382.90988936357
1500,Mountlake Terrace ,20004.0,47.7909667,-122.3066395,401099.2338319982
935,Riverton ,39581.0,43.024957799999996,-108.3798938,400910.65665235673
936,Riverton ,10825.0,43.024957799999996,-108.3798938,400910.65665235673
910,Keller ,40884.0,37.6192992,-75.7638185,399680.3740033189
347,Antioch ,103923.0,38.0049214,-121.80578899999999,399265.9041276664
1961,Boerne ,11064.0,29.794664100000002,-98.7319703,398509.6690514084
939,Manassas ,39358.0,38.744946999999996,-77.48244413,398381.2383515157
656,Alpharetta ,59424.0,34.0709576,-84.2747329,397389.8136927997
838,Dunwoody ,46657.0,33.9430886,-84.30974861,396142.0841263407
417,Longmont ,87427.0,40.1672117,-105.1019287,396087.26642301615
1773,Miami Springs ,14212.0,25.8216288,-80.29247902,396080.9745860385
1842,Grass Valley ,12906.0,39.228984000000004,-121.06853670000001,394469.5748958647
471,Bellingham ,81517.0,48.754402,-122.4788602,392144.9141092475
571,Mount Vernon ,17106.0,38.317271500000004,-88.9031201,391753.3736803626
570,Mount Vernon ,32084.0,38.317271500000004,-88.9031201,391753.3736803626
569,Mount Vernon ,67746.0,38.317271500000004,-88.9031201,391753.3736803626
572,Mount Vernon ,15261.0,38.317271500000004,-88.9031201,391753.3736803626
771,Minnetonka ,50626.0,44.9127229,-93.499059,390566.6176947145
784,Brookhaven ,12502.0,31.58369,-90.44180867,390202.6128155165
783,Brookhaven ,49609.0,31.58369,-90.44180867,390202.6128155165
1221,Melrose ,27240.0,42.456432299999996,-71.06418199999999,389499.7817629617
1954,Mendota Heights ,11115.0,44.8835768,-93.13827490000001,388886.2630203471
219,Fort Collins ,145977.0,40.5508527,-105.0668085,388439.3306588532
1072,Wildomar ,32984.0,33.593937200000006,-117.24149890000001,387210.6761807184
728,Wheaton ,53274.0,41.864695899999994,-88.1101709,387174.775068874
1070,Oregon City ,33103.0,45.3573429,-122.60675829999998,387030.9339344387
581,Flagstaff ,66066.0,35.199458,-111.6514259,386561.5996729853
703,Bowie ,55725.0,39.0067768,-76.77913649999999,386096.358961582
1366,Chanhassen ,23504.0,44.8618403,-93.5307207,385837.7074554463
1700,Chamblee ,15642.0,33.892176,-84.29882959999999,384706.4690878284
1377,Herriman ,23355.0,40.514089399999996,-112.03281979999998,384566.2919723597
2095,Mound ,9154.0,44.936629499999995,-93.6660719,384380.26924435736
1933,Enumclaw ,11294.0,47.20477929999999,-121.9916371,383562.36256563006
1822,Livingston ,13394.0,40.8682487,-88.5631125,383535.9770453196
401,Roswell ,48483.0,33.3942655,-104.52302420000001,383285.10800314456
400,Roswell ,91196.0,33.3942655,-104.52302420000001,383285.10800314456
870,Hackensack ,43477.0,40.8859326,-74.0434736,383053.2295677809
296,Vallejo ,116908.0,38.1040864,-122.25663670000002,382104.51548937906
68,Miami ,13629.0,25.7742658,-80.1936589,382019.3964349927
67,Miami ,412438.0,25.7742658,-80.1936589,382019.3964349927
1002,New Albany ,8079.0,38.28562470000001,-85.8241312,381554.62785446225
1000,New Albany ,36385.0,38.28562470000001,-85.8241312,381554.62785446225
1001,New Albany ,8183.0,38.28562470000001,-85.8241312,381554.62785446225
736,Brentwood ,8043.0,37.9317766,-121.69602659999998,379552.9648701485
734,Brentwood ,52774.0,37.9317766,-121.69602659999998,379552.9648701485
735,Brentwood ,38079.0,37.9317766,-121.69602659999998,379552.9648701485
1592,Creve Coeur ,17834.0,38.6608855,-90.4226181,378932.95863974455
85,Riverside ,25176.0,33.953354600000004,-117.39616229999999,378421.06264263287
84,Riverside ,310025.0,33.953354600000004,-117.39616229999999,378421.06264263287
2032,Bel Air ,10213.0,34.0827278,-118.44798020000002,378406.01011230133
1097,University Place ,31402.0,47.216134000000004,-122.54008290000002,377932.248237306
1127,Wheat Ridge ,30341.0,39.766098,-105.07720630000001,376280.16572034685
302,Ann Arbor ,115276.0,42.268156899999994,-83.7312291,376137.0448179497
521,Folsom ,72682.0,38.6779591,-121.17605829999998,375705.38324632595
1874,Lynden ,12255.0,48.9466041,-122.4569315,374608.0748138878
1168,Lake Stevens ,28656.0,48.0197794,-122.0660914,374497.4140358647
901,Kearny ,41400.0,37.9960049,-101.35233559999999,373771.5291360448
1597,Bonney Lake ,17720.0,47.1870191,-122.1702293,373591.0686894589
1647,Canby ,16736.0,45.26289860000001,-122.6925923,373435.9438553435
545,Passaic ,70270.0,40.8567663,-74.12847640000001,372937.14751369256
1146,Highland Park ,8695.0,42.1816919,-87.8003438,371961.34192687634
1145,Highland Park ,11315.0,42.1816919,-87.8003438,371961.34192687634
1144,Highland Park ,29764.0,42.1816919,-87.8003438,371961.34192687634
927,Shelton ,9850.0,41.3164856,-73.0931641,371705.25728870224
926,Shelton ,40009.0,41.3164856,-73.0931641,371705.25728870224
1037,Oak Creek ,34662.0,42.885850299999994,-87.86313620000001,371618.8701347526
646,North Miami ,60593.0,25.90560775,-80.17506945,371300.4410352401
2264,Escalon ,7208.0,37.7544565,-121.006422,370739.97607543797
1666,Prospect Heights ,16313.0,42.0953049,-87.9375694,370561.6606269279
554,Manteca ,69287.0,37.7986184,-121.21171480000001,370258.7466883483
1036,Stow ,34707.0,41.1596261,-81.44062579999999,369989.7959764672
2234,Orono ,7543.0,44.883299,-68.6722541,369968.17660317174
1543,Lathrop ,18783.0,37.8227046,-121.27661,369869.50127450726
1231,American Fork ,26993.0,40.376895399999995,-111.7957645,369516.6910752509
207,Palmdale ,154440.0,34.5793131,-118.1171108,369407.1943650884
2059,North Bend ,9597.0,43.406504600000005,-124.22427250000001,369263.6793237067
323,Wilmington ,12465.0,39.7459468,-75.546589,368541.5029795447
322,Wilmington ,70978.0,39.7459468,-75.546589,368541.5029795447
321,Wilmington ,108244.0,39.7459468,-75.546589,368541.5029795447
1442,Jacksonville Beach ,21509.0,30.2946859,-81.3931396,366590.9910457236
13,Austin ,839714.0,30.2711286,-97.7436995,366382.6017464301
14,Austin ,24800.0,30.2711286,-97.7436995,366382.6017464301
408,Redding ,90367.0,40.5863563,-122.3916754,365789.712895882
1735,Manassas Park ,14891.0,38.7840035,-77.4697111,365490.4724908615
1411,Brookings ,22244.0,44.311460499999995,-96.7984397,365276.3288125268
1765,Washougal ,14345.0,45.581959399999995,-122.34799209999998,363649.172121212
1175,Suisun City ,28351.0,38.245232,-121.9717533,363166.04308638495
2198,Mahtomedi ,7884.0,45.0696886,-92.9516037,363129.0349930525
993,Martinez ,36552.0,38.0193657,-122.1341321,362543.5140344738
1380,Prior Lake ,23331.0,44.7133271,-93.4226873,361962.7465275951
228,Hollywood ,143696.0,34.102826799999995,-118.3299899,361888.06269190396
416,Sandy ,9810.0,40.572851,-111.83344950000001,361662.058616249
415,Sandy ,88692.0,40.572851,-111.83344950000001,361662.058616249
2082,Groton ,9349.0,41.3506989,-72.0773654,361578.4125010191
212,Pomona ,150065.0,34.0552886,-117.75227930000001,361540.394923065
154,Moreno Valley ,196970.0,33.937517,-117.23059440000002,361446.9400879997
79,New Orleans ,360877.0,29.949932300000004,-90.0701156,361052.7831260046
1184,Kaysville ,28098.0,41.0349847,-111.93839309999998,360697.61563654
1466,Edgewater ,20740.0,40.827044799999996,-73.97569399999999,360236.9092365382
2219,Liberty Lake ,7739.0,47.66313710000001,-117.08557250000001,359738.59153122205
225,Lakewood ,58649.0,39.6246085,-105.0842039,359570.33645784453
224,Lakewood ,80599.0,39.6246085,-105.0842039,359570.33645784453
223,Lakewood ,144184.0,39.6246085,-105.0842039,359570.33645784453
226,Lakewood ,51638.0,39.6246085,-105.0842039,359570.33645784453
399,Beaverton ,91406.0,45.4871723,-122.8037804,359409.01263332705
1878,Grand Terrace ,12179.0,34.0339031,-117.3136544,359200.0431406492
1257,Saratoga Springs ,19043.0,43.083130100000005,-73.7845651,359041.4393893073
1256,Saratoga Springs ,26660.0,43.083130100000005,-73.7845651,359041.4393893073
949,Apex ,38786.0,35.7325352,-78.85055159999999,357524.5448128549
1359,Peekskill ,23758.0,41.289811,-73.9204922,357271.0703170339
1467,Cumberland ,20720.0,39.2744299,-88.2423795,357002.89636898594
196,Pembroke Pines ,157568.0,26.02322025,-80.34123892,356621.4417574333
1055,Upper Arlington ,33912.0,39.9945084,-83.0624078,356432.8770106578
1863,Vadnais Heights ,12542.0,45.0574659,-93.0738306,355991.9512648065
1246,Easton ,26850.0,40.6916081,-75.2099866,355247.53898223717
1247,Easton ,16427.0,40.6916081,-75.2099866,355247.53898223717
1711,Sterling ,15323.0,41.788641999999996,-89.6962194,354968.1704043161
1712,Sterling ,14773.0,41.788641999999996,-89.6962194,354968.1704043161
1995,Ventnor City ,10628.0,39.3405045,-74.47739159999999,354780.21249834826
745,Yucaipa ,52081.0,34.040931,-117.0516713,354708.2750143385
1291,Laurel ,25474.0,39.0992752,-76.8483061,352216.37371366547
1292,Laurel ,18560.0,39.0992752,-76.8483061,352216.37371366547
1064,Pleasant Hill ,8135.0,37.9479786,-122.06079629999999,351877.90783180314
1063,Pleasant Hill ,8909.0,37.9479786,-122.06079629999999,351877.90783180314
1062,Pleasant Hill ,33491.0,37.9479786,-122.06079629999999,351877.90783180314
865,Charlottesville ,43770.0,38.029306,-78.4766781,351773.9903243583
160,Salt Lake City ,188158.0,40.7670126,-111.89043079999999,351600.160274196
1901,Fernandina Beach ,11729.0,30.669681800000003,-81.4625919,351528.36561899976
731,Colton ,52816.0,34.0739016,-117.3136547,351477.9046484289
952,Peachtree Corners ,38770.0,33.9701009,-84.2215869,350908.68892261985
1580,South Burlington ,18142.0,44.4669941,-73.1709604,350596.4713861628
62,Virginia Beach ,442984.0,36.795302500000005,-76.05092502,350065.0955182032
2177,Mount Rainier ,8182.0,46.8530931,-121.7569331,349882.01012329035
405,Federal Way ,90694.0,47.313494,-122.3393103,349847.6410703111
1882,Poquoson ,12055.0,37.1223664,-76.3457773,349240.62907046056
1553,Murphy ,18724.0,35.0875836,-84.03463149999999,348928.26885121193
385,Davie ,94283.0,26.075729,-80.28410878,348007.68673288164
1896,Mount Washington ,11846.0,38.050062700000005,-85.54578769999999,347524.0474605104
628,Eden Prairie ,61610.0,44.8546856,-93.470786,347046.2393889404
1404,Newberg ,22387.0,45.300596,-122.9725418,345862.50660783285
1314,Parkland ,24952.0,26.3100794,-80.23727,344034.7567725335
2266,Woodland Park ,7171.0,39.00993625,-105.04500259999999,343358.51204897783
969,Puyallup ,37516.0,47.184900899999995,-122.2921406,343272.8561653935
420,Chico ,86687.0,39.728494500000004,-121.8374777,343030.5081757245
2241,Rio Vista ,7461.0,38.15575020000001,-121.6913439,343011.73399414285
1105,College Park ,31087.0,38.980666,-76.9369189,341151.9998513473
1106,College Park ,14323.0,38.980666,-76.9369189,341151.9998513473
892,Lompoc ,42230.0,34.6391501,-120.4579409,341103.0650858446
419,Plantation ,86961.0,26.1265258,-80.25786104,340962.982261268
1485,Milwaukie ,20391.0,45.445390100000004,-122.6392889,340952.1284247432
1254,Holladay ,26732.0,40.668836299999995,-111.82465570000001,339528.79545382084
1694,Oconomowoc ,15798.0,43.111673100000004,-88.49926590000001,339211.7259611328
1881,Blue Ash ,12087.0,39.2320073,-84.3782817,339044.7326318364
582,Rancho Cordova ,66058.0,38.5890723,-121.302728,338075.6426830416
396,Quincy ,8100.0,39.9356016,-91.40987270000001,337606.3815990729
394,Quincy ,92551.0,39.9356016,-91.40987270000001,337606.3815990729
395,Quincy ,40782.0,39.9356016,-91.40987270000001,337606.3815990729
698,Novi ,55933.0,42.48059,-83.47549129999999,337202.72511231684
584,Frederick ,65965.0,39.414443,-77.4105783,337017.0135908884
585,Frederick ,8969.0,39.414443,-77.4105783,337017.0135908884
2196,Lincoln City ,7927.0,44.958164399999994,-124.01789140000001,336492.6199222739
55,Sacramento ,471625.0,38.5815719,-121.49439960000001,336471.1506373093
1590,Hyattsville ,17890.0,38.95325,-76.9408522,336457.6562833077
1215,Savage ,27364.0,44.7779041,-93.3356204,336379.0211682937
1410,Plainview ,22262.0,34.1847936,-101.7068417,336301.1683628598
1707,Highland Village ,15406.0,38.7065695,-121.07188889999999,336276.8309059201
1337,Galt ,24120.0,38.301232500000005,-121.3310371,335246.14935730357
1877,Seabrook ,12197.0,29.563319899999996,-95.019723,334616.6193651113
715,Corvallis ,54567.0,44.5645659,-123.2620435,334247.25445577607
1693,Suwanee ,15798.0,34.0514898,-84.0712997,334047.0746154119
868,Attleboro ,43663.0,41.9445441,-71.2856082,333602.2957996557
2112,Saline ,8912.0,37.750075,-88.53025840000001,333308.714137249
286,Lafayette ,24320.0,30.2240897,-92.0198427,332096.5417156016
284,Lafayette ,69795.0,30.2240897,-92.0198427,332096.5417156016
285,Lafayette ,24831.0,30.2240897,-92.0198427,332096.5417156016
283,Lafayette ,122172.0,30.2240897,-92.0198427,332096.5417156016
2254,Rockland ,7263.0,41.151931899999994,-74.03572659999999,331662.8709499744
233,Cary ,141773.0,35.788297299999996,-78.7811925,330805.06716415216
1364,Tarpon Springs ,23544.0,28.1477885,-82.77740857,330775.5833672928
1024,Claremont ,35324.0,34.0966764,-117.71977849999999,330725.00121303287
1025,Claremont ,13246.0,34.0966764,-117.71977849999999,330725.00121303287
349,Everett ,42136.0,47.9673056,-122.20139979999999,330093.8316252965
348,Everett ,103593.0,47.9673056,-122.20139979999999,330093.8316252965
1158,Elmira ,29213.0,42.089796500000006,-76.8077338,329855.5231028311
2121,Wharton ,8799.0,29.30524,-96.07548154,329765.4091169013
709,Cedar Park ,55360.0,30.5119385,-97.80974470000001,328844.88686685445
2130,Cloverdale ,8662.0,38.8054624,-123.01722269999999,328001.9128631027
997,Dover ,12818.0,39.158167999999996,-75.5243682,327993.41447760863
994,Dover ,36536.0,39.158167999999996,-75.5243682,327993.41447760863
996,Dover ,18261.0,39.158167999999996,-75.5243682,327993.41447760863
995,Dover ,30244.0,39.158167999999996,-75.5243682,327993.41447760863
1782,Stallings ,14086.0,35.0907026,-80.68617990000001,327779.74233555014
1760,Callaway ,14381.0,38.849126500000004,-91.92576070000001,327701.1400145751
75,Minneapolis ,388253.0,44.9772995,-93.2654692,326926.85323534673
742,Sarasota ,52371.0,27.3364347,-82.5306527,326881.6269311527
2206,Creston ,7854.0,49.1,-116.516667,326509.65797305584
780,Lehi ,49721.0,40.3880902,-111.8491619,325609.9877314925
2055,Warrenton ,9728.0,38.713549799999996,-77.795367,325594.2287876926
2056,Warrenton ,7888.0,38.713549799999996,-77.795367,325594.2287876926
1040,Peachtree City ,34566.0,33.3967829,-84.59576290000001,325444.2998837825
1046,Pleasant Grove ,34122.0,40.3641184,-111.73853999999999,325181.29141122475
1047,Pleasant Grove ,10072.0,40.3641184,-111.73853999999999,325181.29141122475
1596,Tumwater ,17761.0,47.0077652,-122.91107849999999,325163.5616586072
375,Clovis ,97414.0,34.405471999999996,-103.20507090000001,324998.3448975364
376,Clovis ,38931.0,34.405471999999996,-103.20507090000001,324998.3448975364
1864,Port Orchard ,12528.0,47.5315625,-122.63840559999998,324846.1461554045
1448,Sedalia ,21365.0,38.7044609,-93.2282613,324729.2910094693
1424,Pelham ,21745.0,42.734534000000004,-71.3245067,324550.3347903944
197,Eugene ,157237.0,44.0505054,-123.09505060000001,324447.8998829416
335,Fairfield ,42617.0,38.2493581,-122.03996629999999,324325.93441450014
337,Fairfield ,9562.0,38.2493581,-122.03996629999999,324325.93441450014
334,Fairfield ,106254.0,38.2493581,-122.03996629999999,324325.93441450014
336,Fairfield ,11063.0,38.2493581,-122.03996629999999,324325.93441450014
1754,Fraser ,14474.0,42.539202,-82.9493652,324224.65742365486
2192,Calimesa ,8009.0,34.003904399999996,-117.0619774,324055.8815036287
295,Beaumont ,38592.0,30.0860459,-94.10184609999999,323898.62711286225
294,Beaumont ,117833.0,30.0860459,-94.10184609999999,323898.62711286225
1749,Beacon ,14555.0,41.504878999999995,-73.96968220000001,323892.2120117457
1049,Inver Grove Heights ,34055.0,44.8479039,-93.0428119,323354.9760871297
479,Menifee ,79945.0,37.935760200000004,-83.6014187,322970.7744528816
907,Oro Valley ,41251.0,32.3909071,-110.96648799999998,321550.68626195396
1346,Chaska ,23974.0,44.78940720000001,-93.6021791,320569.0450960807
831,Grapevine ,47148.0,32.9342919,-97.07806540000001,319901.6005472881
1685,Fairhope ,15944.0,30.5440335,-87.85821704,319862.3214174989
802,West Sacramento ,49199.0,38.5804609,-121.53023400000001,319424.76070057304
1438,Forest Grove ,21569.0,45.5197452,-123.1114405,318872.3442170884
1285,Fredericksburg ,10626.0,38.303183700000005,-77.46053990000001,318863.98837929306
1284,Fredericksburg ,25641.0,38.303183700000005,-77.46053990000001,318863.98837929306
1792,Harrison ,13064.0,30.4553392,-89.1313136,318727.9327590039
1793,Harrison ,9972.0,30.4553392,-89.1313136,318727.9327590039
1791,Harrison ,13883.0,30.4553392,-89.1313136,318727.9327590039
1011,Winter Garden ,35804.0,32.839025,-116.92837920000001,318631.1655054436
651,Malden ,59940.0,42.4250964,-71.066163,317290.31600155536
472,Indio ,81167.0,33.71928079999999,-116.2188054,317177.47154276556
1787,Lake Mary ,13964.0,28.756632500000002,-81.33888114,316693.3378763726
614,Maple Grove ,63200.0,45.075979700000005,-93.4561052,316664.91793193284
1333,Muskego ,24263.0,42.905848,-88.13897790000001,316381.5994793344
1270,Kingsville ,26259.0,27.5158689,-97.856109,316124.85918319714
535,Rochester Hills ,71573.0,42.6583661,-83.14993220000001,315842.8404639448
2135,Eagle Point ,8561.0,42.472625799999996,-122.80281770000002,314569.52021250146
426,Duluth ,27326.0,46.77293220000001,-92.1251218,314500.61451555765
425,Duluth ,86270.0,46.77293220000001,-92.1251218,314500.61451555765
1872,Winfield ,12321.0,37.239748600000006,-96.99559190000001,314290.3696509489
1113,Andover ,11937.0,42.65717,-71.1408776,314225.2062020576
1112,Andover ,30837.0,42.65717,-71.1408776,314225.2062020576
1916,Grosse Pointe Park ,11475.0,42.3758708,-82.9374159,313882.8972692184
882,Bountiful ,42856.0,40.889461100000005,-111.8804817,313218.41894445696
355,Richardson ,101676.0,32.9481789,-96.7297206,312597.46667502413
354,Pompano Beach ,101884.0,26.2378597,-80.1247667,311834.79407240765
2166,Mapleton ,8293.0,44.0312318,-123.8581645,311537.457182145
805,Huntington ,17382.0,38.41924960000001,-82.445154,311476.3799259786
804,Huntington ,49112.0,38.41924960000001,-82.445154,311476.3799259786
116,Hialeah ,231352.0,25.8670435,-80.29146312,311381.3334143877
